respondent_id,persona,age_group,gender,city_tier,occupation,monthly_income,order_frequency,meal_type,cuisine_preference,dietary_preference,addon_preference,spend_per_order,max_delivery_fee,subscription_budget,payment_method,max_wait_time,importance_speed,importance_quality,importance_fee,importance_discounts,importance_tracking,switch_trigger,group_ordering,surge_attitude,current_apps,main_frustration,scheduled_delivery,data_comfort,switch_motivation,living_situation,cooking_frequency,order_triggers,festival_ordering,trust_concern,trust_builder,past_switching,churn_reason,food_attitude,discovery_channel,nps_score,complaint_behaviour,will_adopt_raw,will_adopt_binary,is_noisy
R0217,P2_Price_Sensitive_Student,18-24,Male,Metro,Student,15k-30k,Multiple times/week,Late night,Pizza|Desserts,Non-vegetarian,Dessert|Extra roti/naan,200-400,0 (free only),Up to 49/month,UPI,20-30 min,4,3,5,4,4,Better discounts|More restaurants,No always individual,Strongly dislike,Swiggy|Zomato,Wrong/cold food,Yes regularly,Very comfortable,Faster delivery,Alone (PG/hostel),Never,Raining/bad weather,Diwali,Unreliable delivery|Food quality,Friend recommendation,Never switched,App bugs,Foodie explorer,Instagram/YouTube,6,Request refund,Likely will use,1,0
R0218,P4_Tier2_Explorer,18-24,Male,Rural,Salaried (private),Below 15k,2-3 times/month,Dinner|Lunch,South Indian|North Indian,Non-vegetarian,Cold drink/Lassi|No sides|Extra roti/naan,Above 1200,Up to 15,Up to 49/month,Cash on delivery,45-60 min,3,4,4,3,4,Faster delivery,Rarely,Strongly dislike,Dunzo|Swiggy|Zomato,Hidden charges,Probably not,Neutral,Social media|Heavy discounts,Nuclear family,Almost always,Raining/bad weather|Working late,Christmas/New Year,Food quality,Big discount,Never used,Bad deliveries,Brand loyal|Food as fuel,Friends/WhatsApp,4,Do nothing,Likely will use,1,1
R0219,P3_Family_Weekend_Orderer,55+,Female,Metro,Homemaker,Above 1L,2-3 times/month,Lunch,Desserts,Pure vegetarian,Papad,Above 1200,Up to 30,Not interested,UPI,45-60 min,4,4,3,4,3,Better discounts,Yes occasionally,Would wait,None,Wrong/cold food,Yes regularly,Neutral,Friend referral,Joint family,Rarely 1-2/week,Guests at home,No festival ordering|Durga Puja,Payment fraud|Unreliable delivery,Friend recommendation,Switched and stayed,App bugs,Comfort food lover,Search by cuisine,9,Leave bad review,Will not use,0,0
R0220,P4_Tier2_Explorer,25-34,Female,Tier-3,Homemaker,Below 15k,Once a week,Lunch|Breakfast,Biryani,Non-vegetarian,Raita/Chutney,400-700,0 (free only),Not interested,UPI,45-60 min,4,3,4,3,2,Better discounts|Transparent fees,Rarely,Strongly dislike,Zomato,High delivery fee,Maybe,Neutral,Local restaurants,Joint family,Every meal,Too tired|Festival/celebration,Holi,Food quality,Money-back guarantee,Use multiple apps,App bugs,Foodie explorer|Trend follower,Search by cuisine,9,Leave bad review,Likely will use,1,0
R0221,P3_Family_Weekend_Orderer,35-44,Male,Metro,Freelancer,60k-1L,Once a week,Late night,South Indian,Non-vegetarian,Extra roti/naan|Raita/Chutney,700-1200,Up to 80,50-99/month,UPI,Under 20 min,4,5,3,4,4,Faster delivery|More restaurants,Rarely,Acceptable with notice,Swiggy|Zomato,Late deliveries,Probably not,Uncomfortable,Faster delivery,With parents,Almost always,Too tired,Diwali|Eid|No festival ordering,Payment fraud,App store reviews,Switched back,Price increased,Foodie explorer|Comfort food lover,Search by cuisine,4,Contact support,Definitely will use,1,0
R0222,P3_Family_Weekend_Orderer,25-34,Male,Metro,Homemaker,Above 1L,Multiple times/week,Dinner,Healthy/Salads|North Indian,Pure vegetarian,Salad,400-700,Up to 50,100-199/month,Wallet,20-30 min,4,5,4,3,3,Subscription plan,Yes regularly,Would switch apps,Swiggy|Zomato|Direct restaurant,App crashes,Maybe,Neutral,Heavy discounts,With parents,Almost always,Guests at home|Festival/celebration,No specific pattern|Christmas/New Year|Holi,Unreliable delivery|Data/privacy,Familiar restaurants,Never used,Price increased,Foodie explorer|Comfort food lover,Instagram/YouTube,5,Contact support,Neutral/unsure,0,0
R0223,P1_Urban_Professional,25-34,Male,Metro,Salaried (govt),Above 1L,Once a week,Late night,Chinese/Indo-Chinese,Jain,Extra roti/naan|Raita/Chutney,Above 1200,0 (free only),200+/month,UPI,30-45 min,5,4,4,4,4,Transparent fees,Yes occasionally,Would wait,Swiggy,Wrong/cold food,Maybe,Very comfortable,Loyalty rewards|Friend referral,Alone (PG/hostel),Almost always,Too tired,Christmas/New Year|Navratri,Platform shutting|No concerns,News/media,Never switched,Better discounts elsewhere,Health conscious,Search by cuisine,7,Request refund,Will not use,0,0
R0224,P2_Price_Sensitive_Student,18-24,Female,Tier-2,Student,Below 15k,Once a week,Evening snacks|Dinner|Late night,Fast food,Non-vegetarian,Dessert,200-400,Up to 15,50-99/month,UPI,20-30 min,3,2,4,4,3,Subscription plan|Better discounts,No always individual,Would wait,Swiggy|Zomato,Wrong/cold food,Probably not,Comfortable,Nothing - loyal,With roommates,Rarely 1-2/week,Weekend mood,Christmas/New Year,Data/privacy|Platform shutting,Money-back guarantee,Switched and stayed,Better discounts elsewhere,Food as fuel|Trend follower,Always same places,7,Do nothing,Definitely will use,1,0
R0225,P1_Urban_Professional,35-44,Male,Metro,Salaried (private),30k-60k,Daily,Late night|Dinner|Lunch,North Indian,Non-vegetarian,Extra roti/naan|Papad,700-1200,Up to 30,100-199/month,UPI,30-45 min,4,5,4,3,5,Transparent fees|More restaurants,Yes occasionally,Acceptable with notice,Swiggy,Late deliveries,Yes occasionally,Very comfortable,Nothing - loyal|Loyalty rewards,Alone (PG/hostel),Sometimes 3-4/week,Raining/bad weather,No festival ordering,No refund,Money-back guarantee,Use multiple apps,Friend recommendation,Food as fuel,App recommendation,8,Contact support,Definitely will use,1,0
R0226,P1_Urban_Professional,25-34,Male,Metro,Salaried (private),30k-60k,Daily,Lunch|Evening snacks|Late night,Biryani,Fasting-friendly,Raita/Chutney,100-200,Up to 50,200+/month,Debit card,30-45 min,4,3,4,3,3,Subscription plan|Transparent fees,Yes occasionally,Acceptable with notice,None|Zomato|Swiggy,High delivery fee,No,Comfortable,Faster delivery,With parents,Rarely 1-2/week,Working late|Too tired,Diwali,Unreliable delivery,App store reviews,Use multiple apps,Friend recommendation,Food as fuel,Friends/WhatsApp,7,Contact support,Likely will use,1,0
R0227,P6_Senior_Homemaker,45-54,Female,Metro,Homemaker,30k-60k,Never,Dinner|Breakfast,Chinese/Indo-Chinese|South Indian|North Indian,Pure vegetarian,Raita/Chutney|Extra roti/naan|Dessert,100-200,Up to 15,Not interested,Credit card,45-60 min,4,4,3,4,3,More restaurants|Faster delivery,Rarely,Acceptable with notice,None|Direct restaurant|Zomato,Wrong/cold food,Maybe,Not at all,Friend referral,Joint family,Almost always,Festival/celebration|Watching match/movie,No specific pattern|Navratri,Food quality|Payment fraud,Friend recommendation,Never switched,Price increased,Brand loyal,App recommendation,9,Stop using app,Unlikely to use,0,0
R0228,P2_Price_Sensitive_Student,18-24,Male,Tier-2,Student,15k-30k,2-3 times/month,Evening snacks|Dinner|Late night,Biryani|Chinese/Indo-Chinese|North Indian,Non-vegetarian,Dessert|Cold drink/Lassi|Papad,Under 100,0 (free only),50-99/month,Credit card,30-45 min,3,4,5,5,4,Better support|Better discounts,Yes occasionally,Would wait,Swiggy,High delivery fee,No,Not at all,Friend referral,With roommates,Rarely 1-2/week,Craving specific dish|Weekend mood,No specific pattern|Eid,No concerns|Unreliable delivery,Friend recommendation,Use multiple apps,Bad deliveries,Foodie explorer,Instagram/YouTube,5,Contact support,Definitely will use,1,0
R0229,P5_Health_Conscious,45-54,Female,Metro,Salaried (private),15k-30k,2-3 times/month,Lunch|Evening snacks,South Indian|Beverages/Chai|North Indian,Jain,No sides,Above 1200,Up to 80,200+/month,Credit card,20-30 min,3,5,4,2,5,Subscription plan,Rarely,Acceptable with notice,Swiggy|Zomato|Direct restaurant,Wrong/cold food,Yes occasionally,Comfortable,Local restaurants|Faster delivery,Nuclear family,Every meal,Working late|Craving specific dish|Raining/bad weather,Christmas/New Year,Food quality,News/media,Never switched,Bad deliveries,Brand loyal|Food as fuel,Browsing ratings,10,Request refund,Definitely will use,1,0
R0230,P3_Family_Weekend_Orderer,25-34,Male,Metro,Salaried (private),Above 1L,Once a week,Dinner,Biryani|North Indian|South Indian,Pure vegetarian,Raita/Chutney,Above 1200,Up to 50,100-199/month,UPI,30-45 min,3,5,3,3,4,Faster delivery|Better support,Rarely,Acceptable with notice,Zomato|None,Wrong/cold food,Yes occasionally,Uncomfortable,Heavy discounts,Nuclear family,Almost always,Festival/celebration|Raining/bad weather,Onam,No refund,App store reviews,Switched and stayed,Restaurant left,Foodie explorer,Friends/WhatsApp,10,Leave bad review,Likely will use,1,0
R0231,P4_Tier2_Explorer,45-54,Male,Tier-3,Retired,60k-1L,Multiple times/week,Evening snacks|Dinner,North Indian|Pizza|Fast food,Pure vegetarian,Raita/Chutney|Cold drink/Lassi,100-200,0 (free only),Up to 49/month,Cash on delivery,20-30 min,4,4,4,5,2,Subscription plan,Rarely,Acceptable with notice,Swiggy|Zomato,Wrong/cold food,Probably not,Neutral,Heavy discounts|Faster delivery,Joint family,Rarely 1-2/week,Raining/bad weather|Weekend mood,Eid|Holi,No refund|Unreliable delivery,Money-back guarantee,Switched and stayed,Bad deliveries,Health conscious,Browsing ratings,1,Do nothing,Likely will use,1,0
R0232,P3_Family_Weekend_Orderer,35-44,Male,Tier-3,Self-employed,15k-30k,Once a week,Lunch,Chinese/Indo-Chinese|North Indian,Eggetarian,Dessert,Above 1200,Up to 30,100-199/month,Credit card,30-45 min,4,4,3,4,3,More restaurants|Better discounts,Yes occasionally,Acceptable if justified,None|Swiggy,Poor support,Yes occasionally,Uncomfortable,Heavy discounts,Nuclear family,Almost always,Raining/bad weather,No specific pattern|Christmas/New Year,Platform shutting,Familiar restaurants,Never switched,Price increased,Food as fuel|Trend follower,Search by cuisine,9,Request refund,Neutral/unsure,0,0
R0233,P3_Family_Weekend_Orderer,25-34,Male,Metro,Self-employed,60k-1L,2-3 times/month,Evening snacks|Dinner,Biryani|Desserts|North Indian,No preference,Raita/Chutney,400-700,Up to 30,50-99/month,Credit card,45-60 min,3,4,3,4,4,Faster delivery|More restaurants,Yes occasionally,Acceptable with notice,None,Wrong/cold food,Yes occasionally,Not at all,Local restaurants,Alone (PG/hostel),Every meal,Watching match/movie,No festival ordering|Onam,Unreliable delivery,News/media,Switched back,Not applicable,Brand loyal,Friends/WhatsApp,8,Request refund,Likely will use,1,0
R0234,P2_Price_Sensitive_Student,18-24,Male,Metro,Student,15k-30k,Once a week,Lunch,Pizza|Chinese/Indo-Chinese,Pure vegetarian,Raita/Chutney|Extra roti/naan|Cold drink/Lassi,200-400,More than 80,50-99/month,UPI,20-30 min,4,4,5,5,3,Better discounts|Faster delivery,Yes occasionally,Acceptable with notice,Swiggy,High delivery fee,Probably not,Neutral,Local restaurants,With roommates,Rarely 1-2/week,Weekend mood|Raining/bad weather,Eid,Food quality|Unreliable delivery,Big discount,Use multiple apps,Better discounts elsewhere,Trend follower,Instagram/YouTube,5,Request refund,Likely will use,1,0
R0235,P1_Urban_Professional,25-34,Female,Metro,Self-employed,Above 1L,Once a month,Late night,Biryani,Vegan,Cold drink/Lassi,400-700,Up to 30,200+/month,Credit card,45-60 min,5,5,4,4,4,Faster delivery|More restaurants,Yes occasionally,Would wait,Swiggy,Wrong/cold food,No,Very comfortable,Heavy discounts|Faster delivery,With roommates,Almost always,Too tired,Diwali|Durga Puja,Unreliable delivery|Payment fraud,Friend recommendation,Use multiple apps,Not applicable,Foodie explorer|Comfort food lover,Instagram/YouTube,6,Leave bad review,Definitely will use,1,0
R0236,P4_Tier2_Explorer,35-44,Female,Tier-2,Student,Below 15k,2-3 times/month,Lunch,Biryani|Desserts,No preference,Cold drink/Lassi|Extra roti/naan,100-200,Up to 15,Not interested,Debit card,45-60 min,4,5,5,3,4,Transparent fees|Faster delivery,Rarely,Strongly dislike,Zomato,High delivery fee,Yes occasionally,Comfortable,Heavy discounts|Social media,Joint family,Almost always,Weekend mood,Diwali|Navratri,Food quality|Unreliable delivery,News/media,Never switched,App bugs,Comfort food lover|Health conscious,Search by cuisine,6,Post social media,Unlikely to use,0,0
R0237,P2_Price_Sensitive_Student,18-24,Female,Tier-3,Student,30k-60k,2-3 times/month,Late night|Dinner|Evening snacks,Pizza,Eggetarian,No sides,100-200,Up to 30,100-199/month,Cash on delivery,45-60 min,4,2,5,4,2,Better discounts|Faster delivery,Rarely,Would switch apps,Swiggy|Direct restaurant|Dunzo,High delivery fee,Yes regularly,Very comfortable,Heavy discounts|Friend referral,With roommates,Rarely 1-2/week,Working late|Weekend mood|Craving specific dish,Holi,Payment fraud,Friend recommendation,Use multiple apps,Better discounts elsewhere,Food as fuel|Trend follower,Instagram/YouTube,8,Leave bad review,Likely will use,1,0
R0238,P1_Urban_Professional,25-34,Female,Metro,Salaried (private),15k-30k,Multiple times/week,Dinner|Lunch,South Indian|Fast food,Non-vegetarian,Raita/Chutney,200-400,Up to 50,200+/month,UPI,30-45 min,5,5,4,3,5,More restaurants|Subscription plan,Yes occasionally,Acceptable with notice,Swiggy|Zomato|Direct restaurant,App crashes,No,Comfortable,Faster delivery,With roommates,Rarely 1-2/week,Watching match/movie|Weekend mood|Raining/bad weather,Diwali|Durga Puja|Holi,Payment fraud,Friend recommendation,Use multiple apps,Not applicable,Brand loyal,Instagram/YouTube,10,Contact support,Likely will use,1,0
R0239,P3_Family_Weekend_Orderer,35-44,Female,Tier-2,Salaried (private),60k-1L,Once a week,Evening snacks|Dinner,Biryani,Pure vegetarian,Raita/Chutney|Extra roti/naan|Papad,200-400,Up to 50,200+/month,Credit card,20-30 min,4,4,3,3,3,More restaurants|Better discounts,Yes occasionally,Acceptable with notice,Swiggy,High delivery fee,Maybe,Comfortable,Heavy discounts,Joint family,Almost always,Weekend mood|Festival/celebration|Raining/bad weather,Diwali|Onam,No refund|Unreliable delivery,Money-back guarantee,Switched and stayed,Price increased,Comfort food lover,Always same places,3,Contact support,Neutral/unsure,0,0
R0240,P1_Urban_Professional,25-34,Female,Tier-2,Salaried (private),Above 1L,Daily,Lunch|Dinner,North Indian|Chinese/Indo-Chinese|South Indian,Non-vegetarian,Raita/Chutney|Papad,400-700,Up to 30,Up to 49/month,UPI,20-30 min,4,4,4,3,5,Subscription plan,Yes regularly,Acceptable if justified,Swiggy|ONDC|Zomato,Wrong/cold food,Yes occasionally,Comfortable,Friend referral|Faster delivery,With parents,Sometimes 3-4/week,Watching match/movie,Durga Puja|No festival ordering,Data/privacy,Money-back guarantee,Use multiple apps,Friend recommendation,Comfort food lover,App recommendation,7,Do nothing,Definitely will use,1,0
R0241,P5_Health_Conscious,45-54,Male,Metro,Self-employed,60k-1L,2-3 times/month,Dinner,Beverages/Chai|Fast food,Vegan,No sides|Cold drink/Lassi|Salad,400-700,Up to 50,Up to 49/month,Cash on delivery,30-45 min,5,5,4,2,3,More restaurants|Transparent fees,Yes occasionally,Acceptable with notice,Swiggy|Zomato,Hidden charges,Yes regularly,Very comfortable,Heavy discounts|Loyalty rewards,Nuclear family,Almost always,Guests at home|Watching match/movie,Eid|Christmas/New Year|Navratri,Food quality|Data/privacy,Big discount,Never used,Friend recommendation,Health conscious|Foodie explorer,Instagram/YouTube,8,Request refund,Definitely will use,1,0
R0242,P6_Senior_Homemaker,18-24,Male,Tier-2,Retired,30k-60k,Once a month,Evening snacks|Dinner|Lunch,North Indian|South Indian|Beverages/Chai,Pure vegetarian,Extra roti/naan|Raita/Chutney,200-400,0 (free only),Up to 49/month,BNPL,30-45 min,2,4,4,3,2,Transparent fees,Rarely,Acceptable if justified,Swiggy|Zomato,Wrong/cold food,Yes regularly,Neutral,Social media|Faster delivery,Nuclear family,Almost always,Watching match/movie|Guests at home|Festival/celebration,Christmas/New Year,Food quality,Friend recommendation,Never switched,App bugs,Health conscious|Trend follower,Always same places,6,Leave bad review,Neutral/unsure,0,0
R0243,P5_Health_Conscious,35-44,Female,Metro,Self-employed,60k-1L,2-3 times/month,Lunch|Late night,Desserts|Healthy/Salads,Non-vegetarian,Cold drink/Lassi|Salad,700-1200,Up to 80,200+/month,UPI,Under 20 min,4,5,3,2,4,Better support|More restaurants,No always individual,Acceptable with notice,Swiggy|Zomato|Direct restaurant,High delivery fee,Maybe,Comfortable,Loyalty rewards,Alone (PG/hostel),Almost always,Too tired,No specific pattern,Food quality|Unreliable delivery,Familiar restaurants,Use multiple apps,Friend recommendation,Brand loyal|Health conscious,App recommendation,9,Contact support,Likely will use,1,0
R0244,P2_Price_Sensitive_Student,18-24,Female,Tier-2,Salaried (private),15k-30k,Daily,Late night|Dinner,Chinese/Indo-Chinese|Fast food|Biryani,Fasting-friendly,Raita/Chutney|Cold drink/Lassi,100-200,Up to 30,Up to 49/month,UPI,30-45 min,4,3,5,4,2,Better discounts|Subscription plan,Yes regularly,Would switch apps,Swiggy,Hidden charges,Yes occasionally,Comfortable,Local restaurants,With parents,Rarely 1-2/week,Raining/bad weather,Holi|Christmas/New Year,Food quality|Platform shutting,Friend recommendation,Switched back,Friend recommendation,Foodie explorer,Friends/WhatsApp,6,Do nothing,Likely will use,1,0
R0245,P1_Urban_Professional,25-34,Female,Metro,Salaried (private),60k-1L,Multiple times/week,Dinner|Breakfast,North Indian,No preference,Raita/Chutney|Papad,700-1200,Up to 30,200+/month,UPI,Under 20 min,4,3,2,2,3,Faster delivery,Rarely,Acceptable if justified,Zomato|Swiggy,Late deliveries,Yes occasionally,Comfortable,Social media|Friend referral,Nuclear family,Sometimes 3-4/week,Guests at home|Craving specific dish,Diwali|Christmas/New Year|No specific pattern,Data/privacy|Unreliable delivery,Friend recommendation,Use multiple apps,Not applicable,Foodie explorer,Browsing ratings,6,Request refund,Will not use,0,0
R0246,P5_Health_Conscious,25-34,Female,Metro,Self-employed,60k-1L,Once a month,Late night|Evening snacks,Beverages/Chai,Fasting-friendly,No sides|Extra roti/naan,100-200,More than 80,50-99/month,UPI,30-45 min,5,5,2,2,4,Transparent fees|Faster delivery,No always individual,Strongly dislike,Swiggy|Zomato,Late deliveries,Yes regularly,Comfortable,Friend referral,Nuclear family,Almost always,Watching match/movie|Festival/celebration,Christmas/New Year|Diwali|No festival ordering,Payment fraud,Friend recommendation,Never used,Restaurant left,Health conscious|Trend follower,Browsing ratings,8,Request refund,Likely will use,1,0
R0247,P2_Price_Sensitive_Student,18-24,Female,Tier-3,Student,15k-30k,Multiple times/week,Dinner,Fast food,Pure vegetarian,Dessert|No sides|Papad,200-400,Up to 80,Up to 49/month,BNPL,30-45 min,3,3,4,4,4,Better discounts,No always individual,Would wait,ONDC|Swiggy|Zomato,Late deliveries,Maybe,Comfortable,Nothing - loyal,Alone (PG/hostel),Sometimes 3-4/week,Festival/celebration|Weekend mood,Navratri|No festival ordering|No specific pattern,Food quality|Data/privacy,Big discount,Never switched,Better discounts elsewhere,Comfort food lover,App recommendation,9,Stop using app,Likely will use,1,0
